match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Кочани - ООУ НИКОЛА КАРЕВ,Кочани,ЦУ,НИКОЛА КАРЕВ,"македонски",16560,16980,17190,1663,1607,930,950,970,970,97,41.888892,22.3809766
Кочани - ООУ НИКОЛА КАРЕВ с.Грдовци,Кочани,ПУ,НИКОЛА КАРЕВ с.Грдовци,"македонски",200,170,200,22,23,40,40,40,50,5,41.888892,22.3809766
Кочани - ООУ НИКОЛА КАРЕВ с.Тркање,Кочани,ПУ,НИКОЛА КАРЕВ с.Тркање,"македонски",520,440,400,39,33,50,50,50,50,5,41.888892,22.3809766
Кочани - ООУ РАДЕ КРАТОВЧЕ,Кочани,ЦУ,РАДЕ КРАТОВЧЕ,"македонски",4680,4690,4780,445,415,270,270,270,250,25,41.888892,22.3809766
Кочани - ООУ РАДЕ КРАТОВЧЕ с.Нивичани,Кочани,ПУ,РАДЕ КРАТОВЧЕ с.Нивичани,"македонски",120,140,170,16,15,30,30,30,30,3,41.888892,22.3809766
Кратово - ООУ КОЧО РАЦИН,Кратово,ЦУ,КОЧО РАЦИН,"македонски",31040,30510,30000,2952,2914,1480,1460,1450,1440,142,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Вакуф,Кратово,ПУ,КОЧО РАЦИН с.Вакуф,"македонски",50,60,70,7,7,10,10,10,10,1,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Железница,Кратово,ПУ,КОЧО РАЦИН с.Железница,"македонски",0,0,0,0,0,0,0,0,0,0,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Живалево,Кратово,ПУ,КОЧО РАЦИН с.Живалево,"македонски",20,0,0,0,0,10,0,0,0,0,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Коњух,Кратово,ПУ,КОЧО РАЦИН с.Коњух,"македонски",50,60,70,7,8,10,10,10,10,1,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Крилатица,Кратово,ПУ,КОЧО РАЦИН с.Крилатица,"македонски",420,400,360,34,31,70,60,60,60,6,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Сaкулица,Кратово,ПУ,КОЧО РАЦИН с.Сaкулица,"македонски",90,100,110,15,18,30,30,30,30,3,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Страцин,Кратово,ПУ,КОЧО РАЦИН с.Страцин,"македонски",60,70,100,9,8,10,10,10,10,1,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Туралево,Кратово,ПУ,КОЧО РАЦИН с.Туралево,"македонски",110,130,120,9,8,10,20,20,20,1,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Ш.Рударe,Кратово,ПУ,КОЧО РАЦИН с.Ш.Рударe,"македонски",30,0,0,0,0,10,0,0,0,0,42.0787792,22.1057261
Кратово - ООУ КОЧО РАЦИН с.Шлегово,Кратово,ПУ,КОЧО РАЦИН с.Шлегово,"македонски",130,120,90,9,9,10,20,20,20,1,42.0787792,22.1057261
Крива Паланка - ООУ ИЛИНДЕН,Крива Паланка,ЦУ,ИЛИНДЕН,"македонски",4630,4460,4310,402,387,260,260,260,260,26,42.1833666,22.2923458
Крива Паланка - ООУ ИЛИНДЕН с.Конопница,Крива Паланка,ПУ,ИЛИНДЕН с.Конопница,"македонски",1030,1020,1030,100,99,90,90,90,90,9,42.1833666,22.2923458
Крива Паланка - ООУ ИЛИНДЕН с.Мождивњак 1,Крива Паланка,ПУ,ИЛИНДЕН с.Мождивњак 1,"македонски",760,790,660,61,58,70,70,70,70,7,42.1833666,22.2923458
Крива Паланка - ООУ ИЛИНДЕН с.Мождивњак 2,Крива Паланка,ПУ,ИЛИНДЕН с.Мождивњак 2,"македонски",110,80,50,4,2,10,10,10,10,1,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ,Крива Паланка,ЦУ,ЈОАКИМ КРЧОВСКИ,"македонски",7820,7600,7690,757,738,410,410,420,430,43,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Дубровница,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Дубровница,"македонски",40,30,30,3,3,20,20,20,20,2,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Дурачка Река,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Дурачка Река,"македонски",70,90,90,8,7,50,50,40,40,3,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Жидилово,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Жидилово,"македонски",190,150,110,11,13,40,50,40,50,6,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Луке,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Луке,"македонски",110,130,130,10,9,20,20,40,20,2,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Нерав,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Нерав,"македонски",100,130,110,13,5,40,60,60,50,1,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Огут,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Огут,"македонски",40,10,20,0,1,30,10,20,0,1,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Подржикоњ,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Подржикоњ,"македонски",60,60,60,0,0,30,30,30,0,0,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Станци,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Станци,"македонски",20,0,0,0,0,10,0,0,0,0,42.1833666,22.2923458
Крива Паланка - ООУ ЈОАКИМ КРЧОВСКИ с.Узем,Крива Паланка,ПУ,ЈОАКИМ КРЧОВСКИ с.Узем,"македонски",40,30,20,0,2,10,10,10,0,1,42.1833666,22.2923458
Кривогаштани - ООУ ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ,Кривогаштани,ЦУ,ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ,"македонски",1790,1650,1610,146,137,130,130,130,130,13,41.3398735,21.4022148
Кривогаштани - ООУ ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ с.Бела Црква,Кривогаштани,ПУ,ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ с.Бела Црква,"македонски",480,410,370,47,41,40,40,40,40,4,41.3398735,21.4022148
Кривогаштани - ООУ ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ с.Боротино,Кривогаштани,ПУ,ЈОНЧЕ  СМУГРЕСКИ с.ОБРШАНИ с.Боротино,"македонски",100,160,160,14,16,20,20,20,20,2,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ,Кривогаштани,ЦУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ,"македонски",2040,1990,1890,172,172,130,130,130,130,13,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Врбјани,Кривогаштани,ПУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Врбјани,"македонски",210,180,160,16,12,20,50,20,20,2,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Годивле,Кривогаштани,ПУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Годивле,"македонски",70,60,100,8,6,10,20,10,10,1,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Крушеани,Кривогаштани,ПУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Крушеани,"македонски",310,340,360,39,36,30,50,40,40,4,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Подвис,Кривогаштани,ПУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Подвис,"македонски",80,40,10,1,1,10,10,10,10,1,41.3398735,21.4022148
Кривогаштани - ООУ МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Славеј,Кривогаштани,ПУ,МАНЧУ  МАТАК  с.КРИВОГАШТАНИ с.Славеј,"македонски",220,230,250,24,24,20,50,20,30,3,41.3398735,21.4022148
Крушево - ООУ КИРИЛ И МЕТОДИЈ  С.БУЧИН,Крушево,ЦУ,КИРИЛ И МЕТОДИЈ  С.БУЧИН,"македонски",580,590,550,50,48,70,70,70,70,7,41.296529,21.3135972
Крушево - ООУ КИРИЛ И МЕТОДИЈ  С.БУЧИН с.Пресил,Крушево,ПУ,КИРИЛ И МЕТОДИЈ  С.БУЧИН с.Пресил,"албански",520,460,530,57,53,30,30,30,30,3,41.296529,21.3135972
Крушево - ООУ КИРИЛ И МЕТОДИЈ  С.БУЧИН с.Св.Митрани,Крушево,ПУ,КИРИЛ И МЕТОДИЈ  С.БУЧИН с.Св.Митрани,"македонски",290,290,260,25,23,20,20,20,20,2,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Алданци,Крушево,ПУ,НИКОЛА КАРЕВ с.Алданци,"албански",240,280,300,34,93,20,30,20,20,6,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Белушино,Крушево,ПУ,НИКОЛА КАРЕВ с.Белушино,"албански",110,100,120,13,15,10,10,10,10,1,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Борино,Крушево,ПУ,НИКОЛА КАРЕВ с.Борино,"албански, македонски",320,330,290,32,27,30,30,30,30,4,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Врбоец,Крушево,ПУ,НИКОЛА КАРЕВ с.Врбоец,"македонски",150,140,100,11,8,20,20,20,20,2,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Норово,Крушево,ПУ,НИКОЛА КАРЕВ с.Норово,"албански",1290,1340,1320,133,117,80,80,80,80,8,41.296529,21.3135972
Крушево - ООУ НИКОЛА КАРЕВ с.Саждево,Крушево,ПУ,НИКОЛА КАРЕВ с.Саждево,"албански, македонски",1270,1300,1390,135,154,90,90,90,90,9,41.296529,21.3135972
Куманово - ООУ 11 ОКТОМВРИ,Куманово,ЦУ,11 ОКТОМВРИ,"македонски",9470,9580,9490,911,892,510,500,490,490,48,42.1353252,21.7388349
Куманово - ООУ 11 ОКТОМВРИ с.Којнаре,Куманово,ПУ,11 ОКТОМВРИ с.Којнаре,"македонски",650,740,670,68,72,50,50,50,50,5,42.1353252,21.7388349
Куманово - ООУ 11 ОКТОМВРИ с.Речица,Куманово,ПУ,11 ОКТОМВРИ с.Речица,"македонски",240,280,220,23,21,30,30,30,30,3,42.1353252,21.7388349
Куманово - ООУ БАЈРАМ ШАБАНИ,Куманово,ЦУ,БАЈРАМ ШАБАНИ,"албански",16070,15960,15880,1601,1595,710,720,730,740,74,42.1353252,21.7388349
Куманово - ООУ БИТОЛСКИ КОНГРЕС  с.ЛОПАТЕ,Куманово,ЦУ,БИТОЛСКИ КОНГРЕС  с.ЛОПАТЕ,"албански, македонски",2600,2410,2280,228,212,240,230,240,230,23,42.1353252,21.7388349
Куманово - ООУ БРАќА МИЛАДИНОВЦИ,Куманово,ЦУ,БРАќА МИЛАДИНОВЦИ,"турски, албански, македонски",22110,23140,23110,2375,2348,1120,1140,1120,1150,115,42.1353252,21.7388349
Куманово - ООУ БРАќА МИЛАДИНОВЦИ Посебни паралелки,Куманово,ПУ,БРАќА МИЛАДИНОВЦИ Посебни паралелки,"македонски",490,410,410,39,31,90,90,90,90,8,42.1353252,21.7388349
Куманово - ООУ БРАќА МИЛАДИНОВЦИ с.Пчиња,Куманово,ПУ,БРАќА МИЛАДИНОВЦИ с.Пчиња,"македонски",590,590,590,61,62,90,90,90,90,9,42.1353252,21.7388349
Куманово - ООУ БРАќА МИЛАДИНОВЦИ с.Студена бара,Куманово,ПУ,БРАќА МИЛАДИНОВЦИ с.Студена бара,"македонски",60,40,50,6,9,20,20,20,20,2,42.1353252,21.7388349
Куманово - ООУ БРАЌА РИБАР  С.ТАБАНОВЦЕ,Куманово,ЦУ,БРАЌА РИБАР  С.ТАБАНОВЦЕ,"српски, македонски",870,940,900,90,86,80,80,90,90,9,42.1353252,21.7388349
Куманово - ООУ БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Г. Којнаре,Куманово,ПУ,БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Г. Којнаре,"македонски",450,380,430,36,33,50,50,50,50,5,42.1353252,21.7388349
Куманово - ООУ БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Костурник,Куманово,ПУ,БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Костурник,"албански",210,190,210,21,21,30,30,30,30,3,42.1353252,21.7388349
Куманово - ООУ БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Сопот,Куманово,ПУ,БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Сопот,"албански",790,850,880,91,83,70,70,80,80,8,42.1353252,21.7388349
Куманово - ООУ БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Четирце,Куманово,ПУ,БРАЌА РИБАР  С.ТАБАНОВЦЕ с.Четирце,'српски',30,60,60,6,6,10,10,10,10,1,42.1353252,21.7388349
Куманово - ООУ ВЕРА КОТОРКА  с.КЛЕЧОВЦЕ,Куманово,ЦУ,ВЕРА КОТОРКА  с.КЛЕЧОВЦЕ,"македонски",670,620,610,65,63,70,70,70,70,7,42.1353252,21.7388349
Куманово - ООУ ВУК КАРАЏИЌ,Куманово,ЦУ,ВУК КАРАЏИЌ,"македонски",1140,1050,960,84,78,180,180,180,180,18,42.1353252,21.7388349
Куманово - ООУ ЈЕРОНИМ ДЕ РАДА  С.ЧЕРКЕЗИ,Куманово,ЦУ,ЈЕРОНИМ ДЕ РАДА  С.ЧЕРКЕЗИ,"албански",5200,5110,5110,501,488,300,300,300,300,30,42.1353252,21.7388349
Куманово - ООУ КАРПОШ С.УМИН ДОЛ,Куманово,ЦУ,КАРПОШ С.УМИН ДОЛ,"македонски",940,920,940,93,87,70,70,80,80,8,42.1353252,21.7388349
Куманово - ООУ КАРПОШ С.УМИН ДОЛ с.Љубодраг,Куманово,ПУ,КАРПОШ С.УМИН ДОЛ с.Љубодраг,"македонски",400,370,370,35,37,30,30,40,40,4,42.1353252,21.7388349
Куманово - ООУ КИРИЛ И МЕТОДИЈ С.РОМАНОВЦЕ,Куманово,ЦУ,КИРИЛ И МЕТОДИЈ С.РОМАНОВЦЕ,"албански, македонски",3330,3270,3150,305,300,270,270,260,270,27,42.1353252,21.7388349
Куманово - ООУ КИРИЛ И МЕТОДИЈ С.РОМАНОВЦЕ Гоце Делчев Aгино Село,Куманово,ПУ,КИРИЛ И МЕТОДИЈ С.РОМАНОВЦЕ Гоце Делчев Aгино Село,"македонски",770,770,780,69,63,90,90,90,90,9,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Биљановце,Куманово,ПУ,КОЧО РАЦИН с.Биљановце,"македонски",180,170,180,17,18,20,20,20,20,2,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Габреш,Куманово,ПУ,КОЧО РАЦИН с.Габреш,"македонски",40,40,20,3,3,10,10,10,10,2,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Градиште,Куманово,ПУ,КОЧО РАЦИН с.Градиште,"македонски",60,60,80,7,6,10,10,10,10,1,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Добрашане,Куманово,ПУ,КОЧО РАЦИН с.Добрашане,"македонски",390,450,500,46,43,50,50,50,50,5,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Кокошиње  с.Скачковце,Куманово,ПУ,КОЧО РАЦИН с.Кокошиње  с.Скачковце,"македонски",0,0,0,0,0,0,0,0,0,0,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Кучкарево,Куманово,ПУ,КОЧО РАЦИН с.Кучкарево,"македонски",70,60,40,6,5,20,20,20,20,1,42.1353252,21.7388349
Куманово - ООУ КОЧО РАЦИН с.Орашац,Куманово,ПУ,КОЧО РАЦИН с.Орашац,"македонски",390,340,370,31,33,60,60,60,60,6,42.1353252,21.7388349
Куманово - ООУ МАГДАЛЕНА  АНТОВА  с.КАРПОШ,Куманово,ЦУ,МАГДАЛЕНА  АНТОВА  с.КАРПОШ,"македонски",6670,6840,6760,679,680,330,330,330,330,33,42.1353252,21.7388349
Куманово - ООУ НАИМ ФРАШЕРИ,Куманово,ЦУ,НАИМ ФРАШЕРИ,"албански",27680,27770,27430,2636,2540,1110,1140,1150,1150,116,42.1353252,21.7388349
Куманово - ООУ образование на возрасни,Куманово,посебни паралелки,образование на возрасни,'',0,130,0,0,0,0,0,0,0,0,42.1353252,21.7388349
Куманово - ООУ ТОЛИ ЗОРДУМИС,Куманово,ЦУ,ТОЛИ ЗОРДУМИС,"албански, македонски",4500,4480,4450,441,405,350,350,350,350,36,42.1353252,21.7388349
Куманово - ООУ ТОЛИ ЗОРДУМИС с. Режановце,Куманово,ПУ,ТОЛИ ЗОРДУМИС с. Режановце,"македонски",610,520,540,49,39,90,90,90,90,9,42.1353252,21.7388349
Куманово - ООУ ХРИСТИЈАН  КАРПОШ - Куманово,Куманово,ЦУ,ХРИСТИЈАН  КАРПОШ - Куманово,"македонски",10070,10200,10170,972,941,450,450,450,450,45,42.1353252,21.7388349
Куманово - ООУ ХРИСТИЈАН  КАРПОШ - Куманово Иго Тричковиќ,Куманово,ПУ,ХРИСТИЈАН  КАРПОШ - Куманово Иго Тричковиќ,"македонски",1070,880,890,92,89,60,60,60,60,6,42.1353252,21.7388349
Куманово - ООУ ХРИСТИЈАН  КАРПОШ - Куманово с.Тромеѓа,Куманово,ПУ,ХРИСТИЈАН  КАРПОШ - Куманово с.Тромеѓа,"македонски",490,490,500,51,45,50,50,50,50,5,42.1353252,21.7388349
Липково  - ООУ 7  МАРСИ  с.ОПАЈЕ,Липково ,ЦУ,7  МАРСИ  с.ОПАЈЕ,"албански",2440,2410,2360,219,218,180,180,180,180,18,42.1353252,21.7388349
Липково  - ООУ АНТОН ЗАКО ЧАЈУПИ  С.ОТЉА,Липково ,ЦУ,АНТОН ЗАКО ЧАЈУПИ  С.ОТЉА,"албански",3310,3170,3010,286,282,200,200,200,200,20,42.1353252,21.7388349
Липково  - ООУ ДИТУРИА   с.ЛИПКОВО,Липково ,ЦУ,ДИТУРИА   с.ЛИПКОВО,"албански",2210,2260,2250,219,215,150,150,170,160,16,42.1353252,21.7388349
Липково  - ООУ ДИТУРИА   с.ЛИПКОВО с.Гошинце,Липково ,ПУ,ДИТУРИА   с.ЛИПКОВО с.Гошинце,"албански",210,190,200,18,18,70,70,60,60,6,42.1353252,21.7388349
Липково  - ООУ ДИТУРИА   с.ЛИПКОВО с.Лукаре,Липково ,ПУ,ДИТУРИА   с.ЛИПКОВО с.Лукаре,"албански",260,260,230,15,16,70,70,60,50,6,42.1353252,21.7388349
Липково  - ООУ ДИТУРИА   с.ЛИПКОВО с.Рнковце,Липково ,ПУ,ДИТУРИА   с.ЛИПКОВО с.Рнковце,"албански",0,0,0,0,0,0,0,0,0,0,42.1353252,21.7388349
Липково  - ООУ КУЛТУРА с. Матејче,Липково ,ЦУ,КУЛТУРА с. Матејче,"албански",4510,4290,4230,424,421,270,270,270,270,27,42.1353252,21.7388349
Липково  - ООУ КУЛТУРА с. Матејче с.Виштице,Липково ,ПУ,КУЛТУРА с. Матејче с.Виштице,"албански",680,650,490,50,39,50,50,50,50,5,42.1353252,21.7388349
Липково  - ООУ ООУ 5 ОКТОМВРИ с. Никуштак,Липково ,ЦУ,ООУ 5 ОКТОМВРИ с. Никуштак,"албански",2180,2120,2150,213,203,160,160,160,160,16,42.1353252,21.7388349
Липково  - ООУ ООУ 5 ОКТОМВРИ с. Никуштак с.Ропаљце,Липково ,ПУ,ООУ 5 ОКТОМВРИ с. Никуштак с.Ропаљце,"албански",1540,1540,1500,153,164,90,90,90,90,9,42.1353252,21.7388349
Липково  - ООУ РИЛИНДИЈА  с.ЛОЈАНЕ,Липково ,ЦУ,РИЛИНДИЈА  с.ЛОЈАНЕ,"албански",2630,1470,1530,152,154,210,120,120,120,12,42.1353252,21.7388349
Липково  - ООУ РИЛИНДИЈА  с.ЛОЈАНЕ с.Ваксинце,Липково ,ПУ,РИЛИНДИЈА  с.ЛОЈАНЕ с.Ваксинце,"албански",1140,1070,1060,110,114,80,80,80,80,8,42.1353252,21.7388349
Липково  - ООУ РИЛИНДИЈА  с.ЛОЈАНЕ с.Лојане,Липково ,ПУ,РИЛИНДИЈА  с.ЛОЈАНЕ с.Лојане,"албански",0,1140,1150,119,121,0,90,90,90,9,42.1353252,21.7388349
Липково  - ООУ ФАИК КОНИЦА  с.СЛУПЧАНЕ,Липково ,ЦУ,ФАИК КОНИЦА  с.СЛУПЧАНЕ,"албански",6510,6320,6080,564,550,370,370,370,380,39,42.1353252,21.7388349
Липково  - ООУ ФАИК КОНИЦА  с.СЛУПЧАНЕ с. Извор,Липково ,ПУ,ФАИК КОНИЦА  с.СЛУПЧАНЕ с. Извор,"албански",10,10,10,0,0,10,10,10,0,0,42.1353252,21.7388349
Липково  - ООУ ФАИК КОНИЦА  с.СЛУПЧАНЕ с.Алашевце,Липково ,ПУ,ФАИК КОНИЦА  с.СЛУПЧАНЕ с.Алашевце,"албански",240,220,180,18,7,40,40,40,40,3,42.1353252,21.7388349
Липково  - ООУ ФАИК КОНИЦА  с.СЛУПЧАНЕ с.Руница,Липково ,ПУ,ФАИК КОНИЦА  с.СЛУПЧАНЕ с.Руница,"албански",230,260,220,19,14,40,40,40,40,4,42.1353252,21.7388349
Лозово - ООУ МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО,Лозово,ЦУ,МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО,"македонски",1230,1270,1310,120,124,90,90,100,100,11,41.7636335,21.8684615
Лозово - ООУ МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Дорфулија,Лозово,ПУ,МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Дорфулија,"македонски",330,400,410,43,44,30,30,30,50,5,41.7636335,21.8684615
Лозово - ООУ МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Каратманово,Лозово,ПУ,МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Каратманово,"македонски",140,170,150,20,24,20,20,20,30,3,41.7636335,21.8684615
Лозово - ООУ МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Милино,Лозово,ПУ,МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Милино,"македонски",170,180,190,16,13,20,20,20,20,2,41.7636335,21.8684615
Лозово - ООУ МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Сарамзалино,Лозово,ПУ,МЕТОДИ  МИТЕВСКИ-БРИЦО с.ЛОЗОВО с.Сарамзалино,"македонски",90,80,60,4,5,10,10,10,10,1,41.7636335,21.8684615
Маврово и Ростуше - ООУ БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ,Маврово и Ростуше,ЦУ,БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ,"македонски",1520,1370,1220,116,109,130,120,130,130,13,41.6770685,20.6022064
Маврово и Ростуше - ООУ БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ с.Аџиевци,Маврово и Ростуше,ПУ,БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ с.Аџиевци,"македонски",90,90,90,9,9,10,10,10,10,1,41.6770685,20.6022064
Маврово и Ростуше - ООУ БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ с.Присојница,Маврово и Ростуше,ПУ,БЛАЖЕ  КОНЕВСКИ  с.СКУДРИЊЕ с.Присојница,"македонски",370,300,230,19,21,30,30,30,30,3,41.6770685,20.6022064
Маврово и Ростуше - ООУ ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови,Маврово и Ростуше,ЦУ,ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови,"македонски",220,170,150,13,14,50,50,50,50,6,41.6770685,20.6022064
Маврово и Ростуше - ООУ ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови Маврово,Маврово и Ростуше,ПУ,ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови Маврово,"македонски",10,10,10,1,1,10,10,10,10,1,41.6770685,20.6022064
Маврово и Ростуше - ООУ ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Врбен,Маврово и Ростуше,ПУ,ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Врбен,"македонски",50,60,60,7,6,10,10,10,10,1,41.6770685,20.6022064
Маврово и Ростуше - ООУ ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Дуф,Маврово и Ростуше,ПУ,ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Дуф,"албански",10,10,10,1,1,10,10,10,10,1,41.6770685,20.6022064
Маврово и Ростуше - ООУ ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Нистрово,Маврово и Ростуше,ПУ,ДЕНЧЕ  ДЕЈАНОВСКИ - Маврови Анови с.Нистрово,"албански",70,30,30,6,5,30,20,20,30,3,41.6770685,20.6022064
Маврово и Ростуше - ООУ ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА,Маврово и Ростуше,ЦУ,ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА,"македонски",700,700,670,57,49,90,90,90,90,9,41.6770685,20.6022064
Маврово и Ростуше - ООУ ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Видуше,Маврово и Ростуше,ПУ,ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Видуше,"македонски",0,0,0,0,0,0,0,0,0,0,41.6770685,20.6022064
Маврово и Ростуше - ООУ ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Врбјане,Маврово и Ростуше,ПУ,ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Врбјане,"албански",130,60,70,4,9,70,40,40,40,6,41.6770685,20.6022064
Маврово и Ростуше - ООУ ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Сенце,Маврово и Ростуше,ПУ,ЈОСИП БРОЗ ТИТО с.ЖЕРОВНИЦА с.Сенце,"албански",40,40,40,5,0,40,30,30,50,0,41.6770685,20.6022064
Маврово и Ростуше - ООУ ХАЈАН СЕЛМАНИ,Маврово и Ростуше,ЦУ,ХАЈАН СЕЛМАНИ,"македонски",1290,1260,1250,121,113,120,120,130,130,13,41.6770685,20.6022064
Маврово и Ростуше - ООУ ХАЈАН СЕЛМАНИ с.Велебрдо,Маврово и Ростуше,ПУ,ХАЈАН СЕЛМАНИ с.Велебрдо,"македонски",120,110,90,9,6,20,20,20,20,2,41.6770685,20.6022064
Маврово и Ростуше - ООУ ХАЈАН СЕЛМАНИ с.Јанче,Маврово и Ростуше,ПУ,ХАЈАН СЕЛМАНИ с.Јанче,"македонски",30,30,40,4,3,10,10,10,10,1,41.6770685,20.6022064
