match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Маврово и Ростуше - ООУ ХАЈАН СЕЛМАНИ с.Требиште,Маврово и Ростуше,ПУ,ХАЈАН СЕЛМАНИ с.Требиште,"македонски",580,560,500,48,42,80,80,80,80,8,41.6770685,20.6022064
Македонска  Каменица - ООУ КИРИЛ И МЕТОДИЈ,Македонска  Каменица,ЦУ,КИРИЛ И МЕТОДИЈ,"албански, македонски",32870,32780,32590,3277,3239,1570,1600,1600,1580,158,41.6770685,20.6022064
Македонска  Каменица - ООУ КИРИЛ И МЕТОДИЈ с.Дулица,Македонска  Каменица,ПУ,КИРИЛ И МЕТОДИЈ с.Дулица,"македонски",0,0,0,0,0,0,0,0,0,0,41.6770685,20.6022064
Македонска  Каменица - ООУ КИРИЛ И МЕТОДИЈ с.Моштица,Македонска  Каменица,ПУ,КИРИЛ И МЕТОДИЈ с.Моштица,"македонски",120,120,110,6,5,20,20,20,20,2,41.6770685,20.6022064
Македонска  Каменица - ООУ КИРИЛ И МЕТОДИЈ с.Саса,Македонска  Каменица,ПУ,КИРИЛ И МЕТОДИЈ с.Саса,"македонски",120,130,80,9,7,30,40,40,50,5,41.6770685,20.6022064
Македонска  Каменица - ООУ КИРИЛ И МЕТОДИЈ с.Цера,Македонска  Каменица,ПУ,КИРИЛ И МЕТОДИЈ с.Цера,"македонски",60,90,100,7,6,20,20,20,20,2,41.6770685,20.6022064
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ,Македонски Брод,ЦУ,СВ. КЛИМЕНТ ОХРИДСКИ,"македонски",7510,7550,7300,737,738,450,450,460,470,50,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с. Брест,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с. Брест,"македонски",70,60,80,6,5,10,10,20,10,1,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с. Сувидол,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с. Сувидол,"македонски",100,90,70,8,9,10,10,20,10,1,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с. Црешнево,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с. Црешнево,"македонски",40,40,30,2,1,10,10,10,10,1,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с.Косово,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с.Косово,"македонски",70,90,70,6,4,10,10,20,10,1,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с.Манастирец,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с.Манастирец,"македонски",220,190,160,14,15,30,30,50,30,3,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с.Самоков,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с.Самоков,"македонски",620,560,560,57,51,80,80,80,70,7,41.521029,21.2370841
Македонски Брод - ООУ СВ. КЛИМЕНТ ОХРИДСКИ с.Требино,Македонски Брод,ПУ,СВ. КЛИМЕНТ ОХРИДСКИ с.Требино,"македонски",120,110,70,8,6,20,20,20,10,1,41.521029,21.2370841
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево,Могила,ЦУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево,"македонски",850,800,920,91,90,70,70,80,80,8,41.1755291,21.3641181
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Будаково,Могила,ПУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Будаково,"турски",290,260,260,25,21,30,30,30,30,3,41.1755291,21.3641181
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Дедебалци,Могила,ПУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Дедебалци,"македонски",520,500,510,50,49,60,60,60,60,5,41.1755291,21.3641181
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Мусинци,Могила,ПУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Мусинци,"македонски",220,240,240,21,21,20,20,20,20,3,41.1755291,21.3641181
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Ношпал,Могила,ПУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Ношпал,"македонски",120,120,70,6,6,20,20,10,10,1,41.1755291,21.3641181
Могила - ООУ БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Трап,Могила,ПУ,БРАЌА МИЛАДИНОВЦИ с.Добрушево с.Трап,"македонски",60,60,40,4,5,10,10,10,10,1,41.1755291,21.3641181
Могила - ООУ ГОЦЕ ДЕЛЧЕВ с. Могила,Могила,ЦУ,ГОЦЕ ДЕЛЧЕВ с. Могила,"македонски",1420,1350,1250,127,116,90,90,90,90,9,41.1755291,21.3641181
Могила - ООУ ГОЦЕ ДЕЛЧЕВ с. Могила с.Д.Чарлија,Могила,ПУ,ГОЦЕ ДЕЛЧЕВ с. Могила с.Д.Чарлија,"македонски",90,120,120,14,13,10,10,10,20,2,41.1755291,21.3641181
Могила - ООУ ГОЦЕ ДЕЛЧЕВ с. Могила с.Радобор,Могила,ПУ,ГОЦЕ ДЕЛЧЕВ с. Могила с.Радобор,"македонски",20,20,30,2,2,10,10,10,10,1,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци,Могила,ЦУ,КОЧО РАЦИН с.Ивањевци,"македонски",790,810,670,66,52,70,70,70,70,7,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с. Лознани,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с. Лознани,"македонски",40,40,40,5,4,10,10,10,10,1,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с. Св.Тодори,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с. Св.Тодори,"македонски",20,10,30,4,3,10,10,10,10,1,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с.Беранци,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с.Беранци,"македонски",210,160,140,11,11,20,20,20,20,2,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с.Д.Вашарејца,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с.Д.Вашарејца,"македонски",20,0,0,0,0,10,0,0,0,0,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с.Д.Српци,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с.Д.Српци,"македонски",700,680,610,57,44,60,60,60,60,6,41.1755291,21.3641181
Могила - ООУ КОЧО РАЦИН с.Ивањевци с.Трновци,Могила,ПУ,КОЧО РАЦИН с.Ивањевци с.Трновци,"македонски",110,90,130,11,12,20,20,20,20,2,41.1755291,21.3641181
Неготино  - ООУ ГОЦЕ ДЕЛЧЕВ с.Долни Дисан,Неготино ,ПУ,ГОЦЕ ДЕЛЧЕВ с.Долни Дисан,"македонски",1070,1030,990,90,76,90,90,90,90,9,41.1755291,21.3641181
Неготино  - ООУ ГОЦЕ ДЕЛЧЕВ с.Курија,Неготино ,ПУ,ГОЦЕ ДЕЛЧЕВ с.Курија,"македонски",50,20,40,2,2,10,10,10,10,1,41.1755291,21.3641181
Неготино  - ООУ ГОЦЕ ДЕЛЧЕВ с.Тимјаник,Неготино ,ПУ,ГОЦЕ ДЕЛЧЕВ с.Тимјаник,"македонски",600,590,600,68,53,50,50,50,50,5,41.1755291,21.3641181
Неготино  - ООУ ГОЦЕ ДЕЛЧЕВ с.Тремник,Неготино ,ПУ,ГОЦЕ ДЕЛЧЕВ с.Тремник,"македонски",450,420,360,35,30,50,50,50,50,5,41.1755291,21.3641181
Неготино  - ООУ СТРАШО ПИНЏУР с.Војшанци,Неготино ,ПУ,СТРАШО ПИНЏУР с.Војшанци,"македонски",200,240,190,18,17,30,20,30,20,2,41.1755291,21.3641181
Неготино  - ООУ СТРАШО ПИНЏУР с.Криволак,Неготино ,ПУ,СТРАШО ПИНЏУР с.Криволак,"македонски",970,1070,1110,111,110,50,50,50,50,5,41.1755291,21.3641181
Неготино  - ООУ СТРАШО ПИНЏУР с.Пепелиште,Неготино ,ПУ,СТРАШО ПИНЏУР с.Пепелиште,"македонски",700,660,620,64,59,50,50,50,50,5,41.1755291,21.3641181
Неготино  - ООУ СТРАШО ПИНЏУР с.Црвени брегови,Неготино ,ПУ,СТРАШО ПИНЏУР с.Црвени брегови,"македонски",230,260,280,24,26,20,20,30,30,3,41.1755291,21.3641181
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци,Новаци,ЦУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци,"македонски",1570,1600,1520,150,138,130,130,130,130,13,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с. Гермијан,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с. Гермијан,"македонски",110,60,60,7,7,10,10,10,10,2,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с. Живојно,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с. Живојно,"македонски",80,60,50,4,3,10,10,10,10,1,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Агларци,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Агларци,"македонски",160,150,150,13,12,20,20,20,20,2,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Бач,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Бач,"македонски",250,280,280,26,17,50,50,50,50,5,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Далбеговци,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Далбеговци,"македонски",150,70,60,5,6,10,10,10,10,1,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Добримири,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Добримири,"македонски",210,220,180,17,9,20,20,20,20,2,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Рапеш,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Рапеш,"македонски",40,20,20,2,2,10,10,10,10,1,40.9172108,21.5304385
Новаци - ООУ СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Рибарци,Новаци,ПУ,СЛАВКО ЛУМБАРКОВСКИ  с.Новаци с.Рибарци,"македонски",50,50,40,0,0,10,10,10,0,0,40.9172108,21.5304385
Ново Село - ООУ ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО,Ново Село,ЦУ,ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО,"македонски",850,930,840,78,73,110,130,130,120,12,41.4387035,22.8271728
Ново Село - ООУ ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО с.Мокриево,Ново Село,ПУ,ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО с.Мокриево,"македонски",350,220,230,23,18,50,50,30,30,4,41.4387035,22.8271728
Ново Село - ООУ ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО с.Мокрино,Ново Село,ПУ,ВИДОЕ ПОДГОРЕЦ с.КОЛЕШИНО с.Мокрино,"македонски",50,20,50,4,6,20,20,20,20,2,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО,Ново Село,ЦУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО,"македонски",2470,2140,2060,185,169,270,270,290,290,29,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Барбарево,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Барбарево,"македонски",0,0,0,0,0,0,0,0,0,0,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Дражево,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Дражево,"македонски",0,10,40,4,3,0,10,10,10,1,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Зубово,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Зубово,"македонски",180,200,150,13,14,30,30,30,30,3,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Ново Коњарево,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Ново Коњарево,"македонски",160,220,200,21,20,30,30,30,30,3,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Самоилово,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Самоилово,"македонски",150,140,160,13,11,30,30,30,30,3,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Смолари,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Смолари,"македонски",80,80,50,3,3,30,30,20,20,2,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Старо Коњарево,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Старо Коњарево,"македонски",50,20,20,2,0,20,10,10,10,0,41.4387035,22.8271728
Ново Село - ООУ МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Сушица,Ново Село,ПУ,МАНУШ ТУРНОВСКИ - НОВО СЕЛО с.Сушица,"македонски",300,240,180,17,15,50,50,40,40,5,41.4387035,22.8271728
Охрид  - ООУ БРАТСТВО ЕДИНСТВО,Охрид ,ЦУ,БРАТСТВО ЕДИНСТВО,"турски, албански, македонски",9180,8900,8700,849,831,640,640,640,640,64,41.0517267,20.812692
Охрид  - ООУ ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ,Охрид ,ЦУ,ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ,"македонски",2500,2380,2300,233,222,170,180,180,180,18,41.0517267,20.812692
Охрид  - ООУ ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Косел,Охрид ,ПУ,ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Косел,"македонски",400,380,330,26,31,60,60,60,40,5,41.0517267,20.812692
Охрид  - ООУ ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Куратица,Охрид ,ПУ,ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Куратица,"македонски",150,130,80,9,9,60,50,40,30,3,41.0517267,20.812692
Охрид  - ООУ ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Ливоишта,Охрид ,ПУ,ВАНЧО  НИКОЛЕСКИ с.ЛЕСКОЕЦ с.Ливоишта,"македонски",20,30,20,2,2,10,10,10,10,1,41.0517267,20.812692
Охрид  - ООУ ГРИГОР ПРЛИЧЕВ,Охрид ,ЦУ,ГРИГОР ПРЛИЧЕВ,"македонски",9730,9810,9890,996,1014,450,450,450,450,45,41.0517267,20.812692
Охрид  - ООУ ГРИГОР ПРЛИЧЕВ нас.Рача,Охрид ,ПУ,ГРИГОР ПРЛИЧЕВ нас.Рача,"македонски",930,900,900,89,75,90,90,90,90,9,41.0517267,20.812692
Охрид  - ООУ ЖИВКО ЧИНГО с.ВЕЛГОШТИ,Охрид ,ЦУ,ЖИВКО ЧИНГО с.ВЕЛГОШТИ,"македонски",2500,2370,2370,236,227,180,180,180,180,18,41.0517267,20.812692
Охрид  - ООУ КОЧО РАЦИН с.Д.Лакочереј,Охрид ,ПУ,КОЧО РАЦИН с.Д.Лакочереј,"македонски",930,910,970,91,89,90,90,90,90,9,41.0517267,20.812692
Охрид  - ООУ Св. КЛИМЕНТ ОХРИДСКИ Косна Болница,Охрид ,ПУ,Св. КЛИМЕНТ ОХРИДСКИ Косна Болница,"македонски",0,0,0,0,0,0,0,0,0,0,41.0517267,20.812692
Охрид  - ООУ Св. КЛИМЕНТ ОХРИДСКИ с.Далјан,Охрид ,ПУ,Св. КЛИМЕНТ ОХРИДСКИ с.Далјан,"македонски",330,300,330,31,207,40,40,50,50,13,41.0517267,20.812692
Охрид  - ООУ Св. НАУМ  ОХРИДСКИ  с.ПЕШТАНИ,Охрид ,ЦУ,Св. НАУМ  ОХРИДСКИ  с.ПЕШТАНИ,"македонски",1210,1190,1200,115,114,120,120,120,120,12,41.0517267,20.812692
